scope,score_model,outcome,n,score_unique_values,outcome_unique_values,spearman_rho,pvalue,pvalue_note
provenance=elementa,CLscore_B,D4:no_verdict,2005495,485722,2,-0.3701608147647081,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_jang,D4:no_verdict,2005495,837645,2,-0.24834966625225896,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_A,D5:pass,2005495,365021,2,0.3412100229816055,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_B,D5:pass,2005495,485722,2,0.3526731285730159,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_jang,D5:pass,2005495,837645,2,0.2369398735144522,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_A,D5:explicit_violation,2005495,365021,2,0.07299732103866188,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_B,D5:explicit_violation,2005495,485722,2,0.09279476438920956,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_jang,D5:explicit_violation,2005495,837645,2,0.06125021382980329,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_A,D5:no_verdict,2005495,365021,2,-0.35292250385666846,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_B,D5:no_verdict,2005495,485722,2,-0.3701608147647081,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_jang,D5:no_verdict,2005495,837645,2,-0.24834966625225896,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_A,D6:pass,2005495,365021,2,0.31445193557295337,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_B,D6:pass,2005495,485722,2,0.32572558927336853,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_jang,D6:pass,2005495,837645,2,0.227355303309857,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_A,D6:explicit_violation,2005495,365021,2,0.08198255142069091,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_B,D6:explicit_violation,2005495,485722,2,0.07609571199824897,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_jang,D6:explicit_violation,2005495,837645,2,0.00686207652719748,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_A,D6:no_verdict,2005495,365021,2,-0.3292697142545896,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_B,D6:no_verdict,2005495,485722,2,-0.3381037530095288,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_jang,D6:no_verdict,2005495,837645,2,-0.22042660146948273,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_A,D7:pass,2005495,365021,2,-0.10363278522880104,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_B,D7:pass,2005495,485722,2,-0.06132346688995681,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_jang,D7:pass,2005495,837645,2,-0.007507941520195067,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_A,D7:explicit_violation,2005495,365021,2,0.10363278522880104,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_B,D7:explicit_violation,2005495,485722,2,0.06132346688995681,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_jang,D7:explicit_violation,2005495,837645,2,0.007507941520195067,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_A,D7:no_verdict,2005495,365021,1,,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_B,D7:no_verdict,2005495,485722,1,,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_jang,D7:no_verdict,2005495,837645,1,,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_A,D8:pass,2005495,365021,2,0.2014327135379845,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_B,D8:pass,2005495,485722,2,0.2325035178858542,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_jang,D8:pass,2005495,837645,2,0.08022348026381741,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_A,D8:explicit_violation,2005495,365021,2,0.04915514326738151,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_B,D8:explicit_violation,2005495,485722,2,0.059686494310647084,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_jang,D8:explicit_violation,2005495,837645,2,0.04127547217732397,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_A,D8:no_verdict,2005495,365021,2,-0.2038636785459007,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_B,D8:no_verdict,2005495,485722,2,-0.23667417055790332,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_jang,D8:no_verdict,2005495,837645,2,-0.09123246478962493,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_A,D1_D8_explicit_violation_count,2005495,365021,8,0.15371926788914547,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_B,D1_D8_explicit_violation_count,2005495,485722,8,0.12494256754188014,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_jang,D1_D8_explicit_violation_count,2005495,837645,8,0.05491648622509806,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_A,D1_D8_no_verdict_count,2005495,365021,7,-0.35204266801785,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_B,D1_D8_no_verdict_count,2005495,485722,7,-0.37061161973884926,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_jang,D1_D8_no_verdict_count,2005495,837645,7,-0.2412334133204456,,not reported; descriptive association on the complete score support
